orden;token;cat1;lema
1238;grave;j;grave
1239;hasta;c;hasta
1240;médico;n;médico
1241;temperatura;n;temperatura
1242;evolución;n;evolución
1243;tratar;v;tratar
1244;centros;n;centro
1245;joven;j;joven
1246;pelo;n;pelo
1247;caer;v;caer
1248;español;n;español
1249;gusto;n;gusto
1250;tropas;n;tropa
1251;directamente;r;directamente
1252;artista;n;artista
1253;darle;v;dar
1254;ropa;n;ropa
1255;labor;n;labor
1256;escrito;v;escribir
1257;método;n;método
1258;sánchez;n;sánchez
1259;oficina;n;oficina
1260;fiesta;n;fiesta
1261;etapa;n;etapa
1262;ti;p;tú
1263;dejado;v;dejar
1264;ríos;n;río
1265;comer;v;como
1266;significa;v;significar
1267;produjo;v;producir
1268;sonido;n;sonido
1269;brazo;n;brazo
1270;selección;n;selección
1271;quince;m;quince
1272;piernas;n;pierna
1273;oriental;j;oriental
1274;respeto;n;respeto
1275;hechos;n;hecho
1276;funciones;n;función
1277;suele;v;soler
1278;naturales;j;natural
1279;seres;n;ser
1280;rafael;n;rafael
1281;llevaba;v;llevar
1282;sintió;v;sentir
1283;labios;n;labio
1284;seguramente;r;seguramente
1285;trabajando;v;trabajar
1286;estudiantes;n;estudiante
1287;propuesta;n;propuesta
1288;motivo;n;motivo
1289;fui;v;ir
1290;elección;n;elección
1291;suelen;v;soler
1292;peligro;n;peligro
1293;plazo;n;plazo
1294;cien;m;cien
1295;tendrá;v;tener
1296;pruebas;n;prueba
1297;rusia;n;rusia
1298;hice;v;hacer
1299;saben;v;saber
1300;comité;n;comité
1301;escuelas;n;escuela
1302;f;x;f
1303;simple;j;simple
1304;funcionarios;n;funcionario
1305;menudo;r;menudo
1306;perder;v;perder
1307;medida;n;medida
1308;fe;n;fe
1309;viernes;n;viernes
1310;organismo;n;organismo
1311;religión;n;religión
1312;vuelve;v;volver
1313;británico;j;británico
1314;bancos;n;banco
1315;hospital;n;hospital
1316;propósito;n;propósito
1317;triunfo;n;triunfo
1318;cuadro;n;cuadro
1319;tantas;d;tanto
1320;gonzález;n;gonzález
1321;formar;v;formar
1322;pablo;n;pablo
1323;ven;v;ver
1324;similar;j;similar
1325;alcanzar;v;alcanzar
1326;ventana;n;ventana
1327;revista;n;revista
1328;paredes;n;pared
1329;científicos;n;científico
1330;escritor;n;escritor
1331;justicia;n;justicia
1332;tanta;d;tanto
1333;leer;v;leer
1334;alimentos;n;alimento
1335;posteriormente;r;posteriormente
1336;demanda;n;demanda
1337;métodos;n;método
1338;ciudadanos;n;ciudadano
1339;alianza;n;alianza
1340;puertas;n;puerta
1341;depende;v;depender
1342;piensa;v;pensar
1343;tía;n;tía
1344;maestro;n;maestro
1345;profesional;j;profesional
1346;mas;c;mas
1347;vino;v;venir
1348;hojas;n;hoja
1349;siguió;v;seguir
1350;batalla;n;batalla
1351;establecer;v;establecer
1352;importa;v;importar
1353;artículo;n;artículo
1354;lunes;n;lunes
1355;representa;v;representar
1356;utilizan;v;utilizar
1357;dirigentes;n;dirigente
1358;edición;n;edición
1359;juntos;j;junto
1360;generalmente;r;generalmente
1361;pan;n;pan
1362;enseñanza;n;enseñanza
1363;l;x;l
1364;corte;n;corte
1365;podrían;v;poder
1366;anteriores;j;anterior
1367;comerciales;j;comercial
1368;fenómeno;n;fenómeno
1369;matrimonio;n;matrimonio
1370;caballo;n;caballo
1371;estrellas;n;estrella
1372;forman;v;formar
1373;llamada;n;llamada
1374;proyectos;n;proyecto
1375;fútbol;n;fútbol
1376;familias;n;familia
1377;pagar;v;pagar
1378;instrumentos;n;instrumento
1379;aquellas;d;aquel
1380;convertido;v;convertir
1381;fernández;n;fernández
1382;considera;v;considerar
1383;inició;v;iniciar
1384;versión;n;versión
1385;texto;n;texto
1386;industrial;j;industrial
1387;tanto;c;tanto
1388;tono;n;tono
1389;mismas;d;mismo
1390;londres;n;londres
1391;cumplir;v;cumplir
1392;completamente;r;completamente
1393;escritores;n;escritor
1394;venir;v;venir
1395;informó;v;informar
1396;prueba;n;prueba
1397;asamblea;n;asamblea
1398;informe;n;informe
1399;ganado;v;ganar
1400;asimismo;r;asimismo
1401;barcelona;n;barcelona
1402;colección;n;colección
1403;palacio;n;palacio
1404;diálogo;n;diálogo
1405;siguen;v;seguir
1406;alguno;p;alguno
1407;militares;j;militar
1408;miami;n;miami
1409;asia;n;asia
1410;entró;v;entrar
1411;red;n;red
1412;puedan;v;poder
1413;venta;n;venta
1414;justo;r;justo
1415;abrió;v;abrir
1416;kilómetros;n;kilómetro
1417;competencia;n;competencia
1418;r;x;xx_r
1419;aparición;n;aparición
1420;local;j;local
1421;barrio;n;barrio
1422;deseo;n;deseo
1423;esperanza;n;esperanza
1424;tecnología;n;tecnología
1425;patio;n;patio
1426;jugar;v;jugar
1427;etcétera;n;etcétera
1428;carga;n;carga
1429;vuelta;n;vuelta
1430;edificios;n;edificio
1431;confianza;n;confianza
1432;juventud;n;juventud
1433;escribió;v;escribir
1434;sombra;n;sombra
1435;puerto;n;puerto
1436;hambre;n;hambre
1437;total;n;total
1438;pensando;v;pensar
1439;gesto;n;gesto
1440;decidió;v;decidir
1441;buscando;v;buscar
1442;contrario;n;contrario
1443;voces;n;voz
1444;conmigo;p;conmigo
1445;protección;n;protección
1446;exterior;j;exterior
1447;castro;n;castro
1448;explicó;v;explicar
1449;candidatos;n;candidato
1450;diferencias;n;diferencia
1451;impresión;n;impresión
1452;utiliza;v;utilizar
1453;inversión;n;inversión
1454;entender;v;entender
1455;tendría;v;tener
1456;instante;n;instante
1457;comprar;v;comprar
1458;institución;n;institución
1459;mediados;j;mediado
1460;diciendo;v;decir
1461;pidió;v;pedir
1462;rápidamente;r;rápidamente
1463;propias;j;propio
1464;oeste;n;oeste
1465;quiso;v;querer
1466;medidas;n;medida
1467;pecho;n;pecho
1468;olor;n;olor
1469;logró;v;lograr
1470;hotel;n;hotel
1471;producir;v;producir
1472;reacción;n;reacción
1473;feliz;j;feliz
1474;organizaciones;n;organización
1475;nació;v;nacer
1476;numerosas;j;numeroso
1477;sonrisa;n;sonrisa
1478;debate;n;debate
1479;masa;n;masa
1480;escena;n;escena
1481;bienes;n;bien
1482;llegada;n;llegada
1483;recibir;v;recibir
1484;venido;v;venir
1485;conocido;v;conocer
1486;cuánto;p;cuánto
1487;hacían;v;hacer
1488;llamó;v;llamar
1489;líder;n;líder
1490;gas;n;gas
1491;presupuesto;n;presupuesto
1492;encontró;v;encontrar
1493;felipe;n;felipe
1494;di;v;dar
1495;siente;v;sentar
1496;costa;n;costa
1497;utilizar;v;utilizar
1498;siguientes;j;siguiente
1499;francesa;j;francés
1500;roberto;n;roberto
1501;décadas;n;década
1502;muchacho;n;muchacho
1503;jugadores;n;jugador
1504;incluye;v;incluir
1505;resultado;v;resultar
1506;frío;n;frío
1507;interna;j;interno
1508;ataque;n;ataque
1509;km;x;km
1510;ritmo;n;ritmo
1511;torneo;n;torneo
1512;clinton;n;clinton
1513;quedado;v;quedar
1514;elemento;n;elemento
1515;resistencia;n;resistencia
1516;doña;n;doña
1517;cuyos;p;cuyo
1518;lenguas;n;lengua
1519;habido;v;haber
1520;fase;n;fase
1521;temporada;n;temporada
1522;producen;v;producir
1523;escenario;n;escenario
1524;sevilla;n;sevilla
1525;gobernador;n;gobernador
1526;gobiernos;n;gobierno
1527;sacar;v;sacar
1528;moderna;j;moderno
1529;encontraba;v;encontrar
1530;altas;j;alto
1531;terminó;v;terminar
1532;honduras;n;honduras
1533;económicas;j;económico
1534;ninguno;p;ninguno
1535;dijeron;v;decir
1536;ingresos;n;ingreso
1537;escuchar;v;escuchar
1538;españoles;n;español
1539;habitación;n;habitación
1540;sentir;v;sentir
1541;consiguió;v;conseguir
1542;escala;n;escala
1543;verdadero;j;verdadero
1544;organismos;n;organismo
1545;valle;n;valle
1546;santo;j;santo
1547;consumo;n;consumo
1548;enrique;n;enrique
1549;miembro;n;miembro
1550;extremo;n;extremo
1551;compañeros;n;compañero
1552;alumnos;n;alumno
1553;normalmente;r;normalmente
1554;sede;n;sede
1555;económicos;j;económico
1556;factores;n;factor
1557;puerto;n;puerto
1558;rica;n;rico
1559;abogado;n;abogado
1560;señaló;v;señalar
1561;belleza;n;belleza
1562;cuales;p;cual
1563;viven;v;vivir
1564;hermana;n;hermano
1565;cocina;n;cocina
1566;esfuerzos;n;esfuerzo
1567;amplia;j;amplio
1568;operación;n;operación
1569;eres;v;ser
1570;sábado;n;sábado
1571;circunstancias;n;circunstancia
1572;período;n;período
1573;votos;n;voto
1574;comienzos;n;comienzo
1575;histórico;j;histórico
1576;ramón;n;ramón
1577;debería;v;deber
1578;hablaba;v;hablar
1579;cuerpos;n;cuerpo
1580;caja;n;caja
1581;cuándo;c;cuándo
1582;cuello;n;cuello
1583;cruz;n;cruz
1584;idioma;n;idioma
1585;puedes;v;poder
1586;os;p;tú
1587;serio;j;serio
1588;muestra;v;mostrar
1589;planta;n;planta
1590;mía;p;mía
1591;estuve;v;estar
1592;alcanzó;v;alcanzar
1593;pintor;n;pintor
1594;inmediatamente;r;inmediatamente
1595;sabemos;v;saber
1596;noticias;n;noticia
1597;consiste;v;consistir
1598;detalles;n;detalle
1599;azul;j;azul
1600;blanco;n;blanco
1601;haga;v;hacer
1602;amplio;j;amplio
1603;ruido;n;ruido
1604;sensación;n;sensación
1605;seguía;v;seguir
1606;venía;v;venir
1607;quedan;v;quedar
1608;vienen;v;venir
1609;sesenta;m;sesenta
1610;terminar;v;terminar
1611;fondos;n;fondo
1612;partículas;n;partícula
1613;morir;v;morir
1614;comenzaron;v;comenzar
1615;dientes;n;diente
1616;quedaba;v;quedar
1617;públicas;j;público
1618;afirmó;v;afirmar
1619;recuerdo;n;recuerdo
1620;división;n;división
1621;formado;v;formar
1622;pareja;n;pareja
1623;contrario;j;contrario
1624;tradicional;j;tradicional
1625;reglas;n;regla
1626;vino;n;vino
1627;oriente;n;orientar
1628;lima;n;lima
1629;gómez;n;gómez
1630;judicial;j;judicial
1631;realizó;v;realizar
1632;altos;j;alto
1633;llevado;v;llevar
1634;ojo;n;ojo
1635;condición;n;condición
1636;parlamento;n;parlamento
1637;tendencia;n;tendencia
1638;juez;n;juez
1639;acuerdos;n;acuerdo
1640;tarea;n;tarea
1641;universal;j;universal
1642;piano;n;piano
1643;anunció;v;anunciar
1644;interesa;v;interesar
1645;acceso;n;acceso
1646;restos;n;resto
1647;emperador;n;emperador
1648;john;n;john
1649;canal;n;canal
1650;puesto;c;poner
1651;pérez;n;pérez
1652;acaba;v;acabar
1653;concierto;n;concierto
1654;jardín;n;jardín
1655;absolutamente;r;absolutamente
1656;lo;p;lo
1657;quieres;v;querer
1658;moderno;j;moderno
1659;realizado;v;realizar
1660;resolver;v;resolver
1661;pareció;v;parecer
1662;territorios;n;territorio
1663;imposible;n;imposible
1664;vuelta;v;volver
1665;trataba;v;tratar
1666;operaciones;n;operación
1667;empleo;n;empleo
1668;continente;n;continente
1669;t;x;t
1670;querido;v;querer
1671;dormir;v;dormir
1672;espalda;n;espalda
1673;generales;j;general
1674;ocurrió;v;ocurrir
1675;normal;j;normal
1676;jueves;n;jueves
1677;verde;j;verde
1678;acaso;r;acaso
1679;continuó;v;continuar
1680;bases;n;base
1681;elegido;v;elegir
1682;parque;n;parque
1683;mirar;v;mirar
1684;reformas;n;reforma
1685;martín;n;martín
1686;queremos;v;querer
1687;composición;n;composición
1688;dominio;n;dominio
1689;mente;n;mente
1690;martínez;n;martínez
1691;maestros;n;maestro
1692;ausencia;n;ausencia
1693;asuntos;n;asunto
1694;cuentos;n;cuento
1695;representación;n;representación
1696;contiene;v;contener
1697;biblioteca;n;biblioteca
1698;mirando;v;mirar
1699;conocida;j;conocido
1700;empieza;v;empezar
1701;necesidades;n;necesidad
1702;g;x;g
1703;cabe;v;caber
1704;unidas;j;unido
1705;esperando;v;esperar
1706;pasaba;v;pasar
1707;comienzo;n;comienzo
1708;poquito;j;poquito
1709;cruz;n;cruz
1710;nuevamente;r;nuevamente
1711;participar;v;participar
1712;permitió;v;permitir
1713;acuerdo;v;acordar
1714;cartas;n;carta
1715;intención;n;intención
1716;conozco;v;conocer
1717;vieja;n;vieja
1718;constituye;v;constituir
1719;abierta;j;abierto
1720;estación;n;estación
1721;atmósfera;n;atmósfera
1722;estableció;v;establecer
1723;conversación;n;conversación
1724;vidrio;n;vidrio
1725;leche;n;leche
1726;estructuras;n;estructura
1727;marco;n;marco
1728;máquina;n;máquina
1729;independientes;j;independiente
1730;pérdida;n;pérdida
1731;llamar;v;llamar
1732;constituyen;v;constituir
1733;culpa;n;culpa
1734;soldados;n;soldado
1735;interior;j;interior
1736;podrá;v;poder
1737;tratando;v;tratar
1738;llaman;v;llamar
1739;hago;v;hacer
1740;instrumento;n;instrumento
1741;ganas;n;gana
1742;cayó;v;caer
1743;sirve;v;servir
1744;perfectamente;r;perfectamente
1745;ejemplos;n;ejemplo
1746;actuales;j;actual
1747;especiales;j;especial
1748;comportamiento;n;comportamiento
1749;explicar;v;explicar
1750;costumbre;n;costumbre
1751;pasando;v;pasar
1752;aparecen;v;aparecer
1753;películas;n;película
1754;preocupación;n;preocupación
1755;viendo;v;ver
1756;voto;n;voto
1757;rápido;j;rápido
1758;letras;n;letra
1759;respecto;v;respectar
1760;parecen;v;parecer
1761;encontrado;v;encontrar
1762;personaje;n;personaje
1763;diputados;n;diputado
1764;documentos;n;documento
1765;capitán;n;capitán
1766;compromiso;n;compromiso
1767;comunista;j;comunista
1768;frontera;n;frontera
1769;diseño;n;diseño
1770;llamaba;v;llamar
1771;destacan;v;destacar
1772;negra;j;negro
1773;pobre;n;pobre
1774;suyo;p;suyo
1775;públicos;j;público
1776;campesinos;n;campesino
1777;eduardo;n;eduardo
1778;volumen;n;volumen
1779;estadounidenses;j;estadounidense
1780;corresponde;v;corresponder
1781;apareció;v;aparecer
1782;supone;v;suponer
1783;animal;n;animal
1784;latina;j;latino
1785;mantiene;v;mantener
1786;textos;n;texto
1787;intento;n;intento
1788;inteligencia;n;inteligencia
1789;perdió;v;perder
1790;alegría;n;alegría
1791;profesionales;j;profesional
1792;inmediato;j;inmediato
1793;asociación;n;asociación
1794;requiere;v;requerer
1795;original;j;original
1796;variedad;n;variedad
1797;espejo;n;espejo
1798;club;n;club
1799;ciclo;n;ciclo
1800;negocio;n;negocio
1801;coronel;n;coronel
1802;religiosa;j;religioso
1803;noticia;n;noticia
1804;verdadera;j;verdadero
1805;agregó;v;agregar
1806;distribución;n;distribución
1807;muchísimo;r;muchísimo
1808;presidencial;j;presidencial
1809;llegan;v;llegar
1810;unidades;n;unidad
1811;investigadores;n;investigador
1812;hogar;n;hogar
1813;washington;n;washington
1814;privada;j;privado
1815;crítica;n;crítica
1816;quedaron;v;quedar
1817;arena;n;arena
1818;descubrimiento;n;descubrimiento
1819;derecha;n;derecha
1820;david;n;david
1821;sorpresa;n;sorpresa
1822;fíjate;v;fijar
1823;desarrollado;v;desarrollar
1824;cantidades;n;cantidad
1825;aplicación;n;aplicación
1826;virus;n;virus
1827;afuera;r;afuera
1828;empezar;v;empezar
1829;logrado;v;lograr
1830;determinado;j;determinado
1831;bosques;n;bosque
1832;estatal;j;estatal
1833;recibido;v;recibir
1834;poemas;n;poema
1835;distinto;j;distinto
1836;individuo;n;individuo
1837;supo;v;saber
1838;miraba;v;mirar
1839;esperaba;v;esperar
1840;avión;n;avión
1841;trabaja;v;trabajar
1842;cubano;j;cubano
1843;efectivamente;r;efectivamente
1844;mire;v;mirar
1845;obtuvo;v;obtener
1846;lista;n;lista
1847;presentó;v;presentar
1848;abierto;j;abierto
1849;refiere;v;referir
1850;fines;n;fin
1851;cadena;n;cadena
1852;león;n;león
1853;locales;j;local
1854;terrible;j;terrible
1855;universo;n;universo
1856;busca;n;busca
1857;cual;p;cual
1858;intervención;n;intervención
1859;presentan;v;presentar
1860;aseguró;v;asegurar
1861;búsqueda;n;búsqueda
1862;península;n;península
1863;liga;n;liga
1864;abrir;v;abrir
1865;agentes;n;agente
1866;quedar;v;quedar
1867;profesores;n;profesor
1868;once;m;once
1869;tales;d;tal
1870;preguntas;n;pregunta
1871;ángel;n;ángel
1872;pensé;v;pensar
1873;negocios;n;negocio
1874;empresarios;n;empresario
1875;miércoles;n;miércoles
1876;muchachos;n;muchacho
1877;medida;v;medir
1878;barco;n;barco
1879;ejercicio;n;ejercicio
1880;directa;j;directo
1881;punta;n;punta
1882;llevan;v;llevar
1883;cuestiones;n;cuestión
1884;firma;n;firma
1885;consecuencias;n;consecuencia
1886;motivos;n;motivo
1887;artículos;n;artículo
1888;cuanto;r;cuanto
1889;sentido;v;sentir
1890;temor;n;temor
1891;evidente;j;evidente
1892;nacimiento;n;nacimiento
1893;salón;n;salón
1894;pared;n;pared
1895;municipio;n;municipio
1896;doble;j;doble
1897;martes;n;marte
1898;debemos;v;deber
1899;reciente;j;reciente
1900;reina;n;reina
1901;francés;n;francés
1902;bolsa;n;bolsa
1903;expansión;n;expansión
1904;levantó;v;levantar
1905;construir;v;construir
1906;j;x;xx_j
1907;democrática;j;democrático
1908;definitiva;j;definitivo
1909;justicia;n;justicia
1910;permanente;j;permanente
1911;recibe;v;recibir
1912;muchacha;n;muchacho
1913;dificultades;n;dificultad
1914;próxima;j;próximo
1915;mejorar;v;mejorar
1916;negro;n;negro
1917;mensaje;n;mensaje
1918;regreso;n;regreso
1919;recordar;v;recordar
1920;falta;v;faltar
1921;invierno;n;invierno
1922;joaquín;n;joaquín
1923;teníamos;v;tener
1924;habló;v;hablar
1925;rojo;j;rojo
1926;cuento;n;cuento
1927;alberto;n;alberto
1928;israel;n;israel
1929;periodistas;n;periodista
1930;rayos;n;rayo
1931;anual;j;anual
1932;moda;n;moda
1933;fundación;n;fundación
1934;fuertes;j;fuerte
1935;muestra;n;muestra
1936;propiedades;n;propiedad
1937;contenido;n;contenido
1938;viajes;n;viaje
1939;absoluto;j;absoluto
1940;cerebro;n;cerebro
1941;llevaron;v;llevar
1942;pensaba;v;pensar
1943;cuentas;n;cuenta
1944;declaró;v;declarar
1945;compositor;n;compositor
1946;estábamos;v;estar
1947;decisiones;n;decisión
1948;salvo;v;salvar
1949;aceptar;v;aceptar
1950;longitud;n;longitud
1951;entrevista;n;entrevista
1952;pan;n;pan
1953;fundamentalmente;r;fundamentalmente
1954;recientemente;r;recientemente
1955;egipto;n;egipto
1956;fueron;v;ir
1957;abuelo;n;abuela
1958;documento;n;documento
1959;sexual;j;sexual
1960;soledad;n;soledad
1961;desarrolló;v;desarrollar
1962;culturales;j;cultural
1963;familiar;j;familiar
1964;considerado;v;considerar
1965;romano;j;romano
1966;hacerse;v;hacer
1967;actos;n;acto
1968;provincias;n;provincia
1969;honor;n;honor
1970;polvo;n;polvo
1971;misión;n;misión
1972;tren;n;tren
1973;risa;n;risa
1974;agricultura;n;agricultura
1975;famoso;j;famoso
1976;caída;n;caída
1977;guillermo;n;guillermo
1978;millón;n;millón
1979;cuyas;p;cuyo
1980;perro;n;perro
1981;estará;v;estar
1982;profunda;j;profundo
1983;posterior;j;posterior
1984;moneda;n;moneda
1985;verdaderamente;r;verdaderamente
1986;fueran;v;ser
1987;piedras;n;piedra
1988;agencia;n;agencia
1989;humo;n;humo
1990;mercados;n;mercado
1991;pude;v;poder
1992;iniciativa;n;iniciativa
1993;creciente;j;creciente
1994;lectura;n;lectura
1995;n;x;xx_n
1996;unido;v;unir
1997;vecinos;n;vecino
1998;representantes;n;representante
1999;páginas;n;página
2000;vez;c;vez
2001;cuadros;n;cuadro
2002;nacido;v;nacer
2003;cuáles;p;cuál
2004;error;n;error
2005;discurso;n;discurso
2006;suma;n;suma
2007;venezuela;n;venezuela
2008;paisaje;n;paisaje
2009;investigaciones;n;investigación
2010;reyes;n;rey
2011;metal;n;metal
2012;acabó;v;acabar
2013;núcleo;n;núcleo
2014;disposición;n;disposición
2015;corrupción;n;corrupción
2016;vuelto;v;volver
2017;números;n;número
2018;creer;v;creer
2019;pedir;v;pedir
2020;italiano;j;italiano
2021;adentro;r;adentro
2022;bajos;j;bajo
2023;inicio;n;inicio
2024;particular;n;particular
2025;sentado;v;sentar
2026;entidad;n;entidad
2027;historias;n;historia
2028;españoles;j;español
2029;hernández;n;hernández
2030;comunidades;n;comunidad
2031;avance;n;avance
2032;referencia;n;referencia
2033;medida;c;medida
2034;desarrollar;v;desarrollar
2035;roja;j;rojo
2036;indicó;v;indicar
2037;cursos;n;curso
2038;panamá;n;panamá
2039;médicos;n;médico
2040;izquierda;n;izquierda
2041;capa;n;capa
2042;humanidad;n;humanidad
2043;oliveira;n;oliveira
2044;utilizado;v;utilizar
2045;declaración;n;declaración
2046;comunes;n;común
2047;naturalmente;r;naturalmente
2048;europeos;j;europeo
2049;gritos;n;grito
2050;personalidad;n;personalidad
2051;estrategia;n;estrategia
2052;baño;n;baño
2053;gustaría;v;gustar
2054;tocar;v;tocar
2055;europeo;j;europeo
2056;respondió;v;responder
2057;periódico;n;periódico
2058;plano;n;plano
2059;poca;d;poco
2060;deuda;n;deuda
2061;equilibrio;n;equilibrio
2062;ofrece;v;ofrecer
2063;absoluta;j;absoluto
2064;entra;v;entrar
2065;comunicaciones;n;comunicación
2066;azúcar;n;azúcar
2067;academia;n;academia
2068;fundamentales;j;fundamental
2069;pacientes;n;paciente
2070;h;x;h
2071;sentí;v;sentir
2072;sentimiento;n;sentimiento
2073;incremento;n;incremento
2074;puesto;n;puesto
2075;oferta;n;oferta
2076;riqueza;n;riqueza
2077;reconocimiento;n;reconocimiento
2078;venga;v;venir
2079;continuar;v;continuar
2080;papeles;n;papel
2081;nacional;n;nacional
2082;espectáculo;n;espectáculo
2083;tráfico;n;tráfico
2084;vivía;v;vivir
2085;compañías;n;compañía
2086;máxima;j;máximo
2087;carreras;n;carrera
2088;vías;n;vía
2089;interpretación;n;interpretación
